City,State,Country,Occurred,Lon,Lat,Shape,Summary,Media,Explanation
ELMHURST,IL,USA,5/26/2019,0.0,0.0,Formation,3 lights in symmetrical distance moving North East.,0,0
ENFIELD,CT,USA,10/1/2023,0.0,0.0,Chevron,We saw it. My husband did say ok my bf. Said he saw 20 of them the week before following each other,Y,Starlink?
EXPORT,PA,USA,2/14/2020,0.0,0.0,Flash,Irregular star like flashes,0,0
El Pescadero,CA,USA,11/12/2019,0.0,0.0,Orb,"My Wife and I photo 36 bead of lights as they fly down the Mexican Coastline. ((NUFORC Note: Cluster of ""Starlink"" satellites. PD))",0,0
El Reno,OK,USA,12/22/20074/17/19374/15/19464/17/20027/23/20239/13/200312/1/20017/3/20081/1/1981,0.0,0.0,ChangingOvalFireballOtherOrbTriangleFormationDiamondDisk,"COLOR CHANGING STROBE LIGHT OVER EL RENO, OKUFO over lucky star caught on camera up close.10 Orange orbs hovering in the sky then faded out.Strange Sights into the night!Orb of light flashing arc of light that as it went out like a shock wave lit up the sky and slowly disappeared in cloud of lightStrange Lights at El Reno ScalesOne large cigar-shaped craft surrounded by hundreds of smammer crafts all with long trails.White diamond shape' (s) over El Reno, OklahomaNew Years 1981 Crashing Disc",0,Rocket
El Rito,NM,USA,11/20/20035/27/20215/28/2009,0.0,0.0,FireballFormationLight,"A bright yellow egg-shaped firey object suddenly appeared in the west on 11/20/03 at l7:30 hours, suddenly vanishing and leaving a smokMultiple changing colored lights following a pathBright object descended rapidly, leaving a shower of sparks, and turned in a J shape, then stayed the same.",Y,0
El Segundo,CA,USA,1/1/19944/12/20081/7/20041/2/20043/3/20021/9/20061/1/19944/24/19812/18/20094/6/1985,0.0,0.0,OtherLightSphereTriangleSphereFireballOtherOtherOrbDisk,"What I'm seeing, please help.3 UFOs flying over LAX airport.High speed ball follows jet, and becomes two smaller objects.Bright shiny triangular object droped from the sky then vanishedsilver sphere over refinery by LAXRotating fire ball moving very fast, few hundred feet above the ground, south east end of LAXWhat I'm seeing, please help.I saw a pitch-black flying wing shaped object soar across a brightly lit area and then vanish into the dark.Floating Orb over LAXSighting off in El Porto (popular surfing area) in El Segundo, CA.",0,0
El Sobrante,CA,USA,2/27/20202/16/19754/8/20204/15/20205/30/2001,0.0,0.0,CircleCircleCircleFormationDisk,"There were 20 to 30 Lights flying in a single formation real fast. ((""Starlink"" satellites??))Bright, yellow/orange circle, 10 ft. in diameter, silent, slow moving, 5mph, 50 ft. above ground-2 minutes, chased & threw rocks at it.3 circular objects passing in front of moon in El Sobrante California.Around 5:20am i looked up and saw a line of ufo's at first i counted 10. ((Starlink satellites))My dog woke me up at 3:20 AM, whining as though he had to go do his duty. It is extremely rare that he will wake me up. I got up, let t",0,0
El Soreno,CA,USA,4/22/1961,0.0,0.0,Cigar,Large sized electric surveillance drone over Lincoln Heights/El Soreno.,0,0
El Toro,CA,USA,12/15/19946/15/20023/9/2023,0.0,0.0,LightOtherOther,Saw a light in the valley moving back and fourth directly over the El Toro Marine Corps Air Station. It left straight up when two F/A-1Standing at O'neill Reg. park. Facing the top of Saddleback Mtn.Object hung above to the right tip of mountain peak for about 15 min. WMechanical cogwheel looking large objects behind the cloud.,0,0
El Valle,NM,USA,12/3/2007,0.0,0.0,Sphere,Bright spherical object turning from white/yellow/orange/red moving NE across sky - just disappeared.,0,0
El Yunque (Puerto Rico),PR,USA,6/20/1977,0.0,0.0,Cigar,ufo 29 years ago,0,0
Elba,AL,USA,6/15/19769/16/2003,0.0,0.0,CigarLight,"We stopped at Dairy Queen had supper. Going to my aunt an uncle three hours away It was dusty dark came to three trundle Bridges shoullight in sky changing course moving at rapid rate of speed, no sound. Four witnesses",0,0
Elba,NY,USA,6/6/19984/14/1984,0.0,0.0,LightCircle,"Saw brief white light travel allong the horizon, stop midflight and then continue on a different course, at extreem rates of exelleraMultiple ufo",0,0
Elbe,WA,USA,8/13/2001,0.0,0.0,Oval,3 blue lights and 1 large orange object in the night sky NW of Mt Ranier.,0,0
Elberfeld,IN,USA,4/11/202311/16/19997/15/2003,0.0,0.0,LightFireballLight,"3 stars orions belt. Inside left of orions belt stars bright light very fast 4 times same star and stop.I was traveling home from work on I164 from Evansville, IN to Oakland City, IN. As I was approaching the I64 crossover, I saw a bright3 orange globes.",0,Satellite
Elberon,VA,USA,4/24/20158/31/2003,0.0,0.0,DiskOther,"This is incredible being it was taken with two different games cams. This rules out human error. movement to set them offAn object appearing to be wide with four lights, hovering, two on each end, with the outer lights being slightly larger than the 2nd",0,0
Elbert,CO,USA,4/25/20204/24/1949,0.0,0.0,FormationOther,"vertical formation of stars connected by a straight, bright white light.String of 5 Total Lights That Slowly Moved In A Span Of About 15 Minutes",0,0
Elberta,AL,USA,4/30/20224/21/198810/1/20196/6/2002,0.0,0.0,LightFireballOrbLight,"First spotted over water then 6 miles down the road and an hour later the same lights appear at my house ((NUFORC Note: Two planets.))Two bright orange fireballs moving from north to south at a high rate of speed.The incident took place at 1900 hours on October 1st 2019 in Elberta, Alabama. He primary witness gazed up into the relatively dark skyA stationary light no different in appearance then a star started to move in a straight line south at a high rate of speed and then dis",Y,0
Elbow Lake,MN,USA,4/22/1930,0.0,0.0,Circle,"Red ball of light shooting down from the sky slowly then rapidly shot toward the ground, and vanished.",0,0
Elbridge,NY,USA,1/30/1995,0.0,0.0,Other,"copper colored-top shaped UFO sighted in elbridge,ny",0,0
Elburn,IL,USA,9/18/20234/3/19464/17/1990,0.0,0.0,OvalFireballFireball,"High altitude, 3 contrails, strange shape. Suspected due to the reflection of the Sun but honestly can't tell it is really weird.A large, amber glowing circular flying object was spotted, staying stationary for 40 secs before shifting to the left and disappearingDriving west in Elburn, four passengers spotted four bright orange fireballs flying extremely fast in a straight diagonal line.",Y,Aircraft
Elcho,WI,USA,2/19/20024/22/19987/10/200411/5/2004,0.0,0.0,CircleTriangleDiamondFireball,"My mother came into my room,told me to look out the window, East, a cluster of lights( 4or 5) went from N to S in the distance above thV-like shape craft above Langlade County WI USAMulti-colored flashing lights hovering over small-town in Wisconsinclear blue sky big fireball with lots of white smoke looked huge",0,0
Elco,PA,USA,4/30/2018,0.0,0.0,Light,"I first saw a tiny dot at very high altitude, way too high to be an airliner, so I checked the position of the ISS and determined it wa",0,0
Eldersburg,MD,USA,4/18/20244/2/1957,0.0,0.0,OrbDisk,"We were on the back deck watching the fireworks, 20 minutes after they were done, saw 5 round orange orbs floating horizontally acrossSaucer shaped UFO with circularly flashing lights seen seemingly following highway.",0,0
Eldersburg/Randallstown,MD,USA,4/24/2008,0.0,0.0,Other,"Two Star-Like Craft Hover Over Randallstown/ Eldersburg Area, Dim down simultaneously and leave.",0,0
Eldon,MO,USA,4/19/19374/19/20188/15/20048/19/2006,0.0,0.0,TriangleRectangleLightLight,I was on my way home from a children's Halloween event and there was a triangle shape with yellowish or orange lights above the truck shuge triangle shaped with lights on the side huge roaring soundbright red light zig zag across sky then disappearExtreme speeds and angles of an UFO,0,0
Eldon (near; rural),MO,USA,3/16/1944,0.0,0.0,Other,Three red lights. Triangle looking satelite maybe.Moved at speed of light or close to it.,0,0
Eldora,IA,USA,7/4/20084/26/19848/15/20094/26/1984,0.0,0.0,DiskLightRectangleLight,"Very large disk shaped ufo stopped in mid air a number of times.Green light and green ring.Large, horizontal, whitish rectangle seen during the day.Three friends and I were walking at about 9:50. Not long after that, the area around us was lit up by a green ring. This green ring/lig",0,0
Eldorado,AR,USA,8/16/202312/3/20069/10/2000,0.0,0.0,ChangingOtherEgg,I thought that a airplane wing had fell offufo blows up leaves void then returns to original white light. ((NUFORC Note: Possibly a sighting of Sirius. PD))I SAW TWO UFOS CHASING EACH OTHER & STOP IN MID AIR! this is not the first ones i saw !.got witnesses,0,0
Eldorado,CA,USA,10/11/2020,0.0,0.0,Fireball,Large ball of fire streeked right above my trees seemed to disappear over trees,0,0
Eldorado,IL,USA,4/7/2027,0.0,0.0,Changing,Hundreds of people witness 6 different ufo's checked out and seemed threatened by a fireworks display in southern IL,0,0
Eldorado,KS,USA,4/10/1995,0.0,0.0,Orb,"Orange glowing Orb in El Dorado, Kansas",0,0
Eldorado,TX,USA,11/9/20074/4/1934,0.0,0.0,CigarTriangle,two cigar shaped objects slowly crossing over roadUfo in west TX,0,0
Eldorado Hills,CA,USA,10/7/2018,0.0,0.0,Other,"A very small, circular shape was seen casting down onto the apartment complexes in eldorado hills. It shone two bright, conelike beams",0,0
Eldorado Hills-Placerville (Hwy 50,CA,USA,7/6/2021,0.0,0.0,Triangle,"It appeared just as I crested over a hill, blatent and moving slowly and effortlessly just above the tree line.",0,0
Eldridge,AL,USA,9/4/2008,0.0,0.0,Diamond,"09/04/08 eldridge,al diamond object 0.5 seconds",0,0
Eldridge,CA,USA,2/1/2003,0.0,0.0,Fireball,Large slow moving ball of fire.,0,0
Eldridge,IA,USA,4/12/202310/28/200510/4/200910/4/20097/7/20084/12/1950,0.0,0.0,CircleDiskLightLightTriangleLight,"Bright orange/yellow with red trim circular fast moving quiet light.MISSOURI INVESTIGATORS GROUP Report: I saw a bright circular metal object in the sky which seemed to hover.Bright orange object seen flying E/SE out of atmosphere.Bright orange object seen flying E/SE out of atmosphere.Small triangle shaped lights moving through sky.Five orange lights, like stars in the cloudy sky, hovered motionless over a small city in Iowa.",0,0
Eldridge,MO,USA,4/18/1959,0.0,0.0,Circle,"I noticed in the sky above me, a stationary orange ball that seemed to be glowing with a slight flicker.",0,0
Eldridge (towards; going North on Utica Ridge Road),IA,USA,4/10/1986,0.0,0.0,Triangle,"Triangle UFO over farmhouse and trees on Utica Ridge Road, towards Eldridge, Iowa",0,0
Eleanor,WV,USA,8/15/1999,0.0,0.0,Cigar,Driving In Car when it appeared appeared in sky. It was long and silver with a long black line in the middle.,0,0
Electra,TX,USA,4/23/20157/15/20041/13/2009,0.0,0.0,CigarDiskOval,"I was driving south bound on US 287 on the out side lane. I looked up and saw an object that reminded me of those high end cigar tubesSaw craft with bright clear light illuminating from ""portholes"" hovering over a field near our houseSilver oval craft seen near Electra, Texas",0,0
Electric City,WA,USA,6/16/19704/11/20214/3/1970,0.0,0.0,EggSphereCircle,"Three Egg shaped objects flew thru the Coulee. There was a large one and two small objects flying together.. They all flashed colors ofGetting Power from the Grand Coulee Dam?Grand Coulee Damn sighting of ""fireball"" that turned in mid air while changing speeds intermitently.",0,0
Elephant Butte,NM,USA,4/14/2020,0.0,0.0,Other,A fleet of crafts clearly seen over elephant butte nm golf course bidding in the clouds.,0,0
Eleva,WI,USA,9/8/2009,0.0,0.0,Light,two synchronized lights moving slowing across the sky in a line formation,0,0
Eleven Mile State Park,CO,USA,4/6/1993,0.0,0.0,Light,Two bright white lights with a translucent veil. Traveling NE @ 4:30 am Eleven Mile State Park CO,0,0
Elfrida,AZ,USA,6/10/2019,0.0,0.0,Other,There was a single pyramid like craft with at least one area glowing in a dull red being chased in US airspace by approximately 4 fight,0,0
Elgin,IA,USA,4/27/2009,0.0,0.0,Light,Multiple red lights/balls taking off from ground in Iowa. ((anonymous report)),0,0
Elgin,IL,USA,8/22/200610/1/199811/5/20019/25/20063/8/20064/7/20289/1/20184/3/19614/8/19484/17/199012/3/20215/27/20234/3/20294/13/19634/24/19664/5/20204/3/20297/10/20198/12/20237/4/200811/16/19994/26/201710/10/19983/1/20214/13/200011/16/20214/13/19634/16/1933,0.0,0.0,LightDiskFireballRectangleFireballFireballOrbSphereLightFireballCylinderOtherOrbOrbTriangleChangingFireballFormationStarDiskFireballFireballCylinderCircleChangingOrbOrbCylinder,"White lights with blue and red flashing lights around itI can only say that I know what I saw, I even took a digital picture of it. 1:30 in the afternoon, clear blue sky, an airplane headNeon Green Light Spoted in Elgin, IL. 60120 at 21:04 hours Monday, November 5th 20013 lights flew silently over Elgin Illinois at 22:15orange fireball ball in east sky glowed for 2-3 minutes at about 4:17-4:20Fireball in sky separating into two!Saw a black stationary orb in the sky in Elgin. ((anonymous report))10 bright orange noiseless spheres flew over head in single file at intrevals of 10 to 15 seconds moving from S to N.bright white ball of light moving fast and smooth and silentSaw 2 fireball shapes flying side by side.Long cylinder flying high in the sky no noice or lights.A bright circle of lightFirey orange orb seen in sky over Elgin, IllinoisSilent reddish orange fire like spheres/orbs ( 5 ) following the direction of the wind blowing 1-2 k feet highTriangle of lights in the sky to the south.We seen around 15 lights flying in The sky Triangle Circle and Line of lights in the sky from east side to the westTwinkling, firely light surrounded by or in front a red circular shape moved across the sky before hovering and dissappearing.A few orange orbs appeared to make a formation along with another group, totaling around 10 orbs.I've seen this phenomena multiple times over the past few weeks, hovering and sometimes making quick movements in the sky.Four orange/reddish objects seen and video tapedOk, I was pulling out of the bank parking lot with a friend, and when I was pulling out, in the sky i saw the object falling towards th9:00pm CST, 9/4/16, fireball-like objects observed over Elgin, IL.While looking up at sky I noticed a bright light hovering above the sky. then I noticed a jet airliner traveling in the same area and IA circular object with alternating flashing lightsAt 8:00pm a cluster of orange lights appeared to be headed eastward to the northwest of Elgin.2 stationary orange orbs, different heights, suddenly vanishedSilent redish orange fire like spheres/ orbs ( 5 ) following the direction of the wind blowing 1-2 k feet highA cylinder shaped object with a reddish glow and yellow fireball clusters moves slowly across the sky.",YY,Starlink
Elgin,OK,USA,7/30/20202/26/20192/7/2020,0.0,0.0,CylinderDiskCigar,"UFO near Elgin, OklahomaDriving on the highway right before Elgin exit going towards OKC. On the right the sky lit up with a bright yellow/orange.White cigar shaped ufo over Elgin",0,0
Elgin,OR,USA,10/10/1999,0.0,0.0,Chevron,Object silently traveled north -northwest. It was V shaped with five orange lights on the perimeter and one white ligh in the center of,0,0
Elgin,SC,USA,4/13/19795/2/20184/9/20086/13/2003,0.0,0.0,DiamondLightLightFormation,Large object with one bright white at each corner (square shaped) moving slowly and low over town. ((NUFORC Note: From a/c mech. PD))Light as bright as star moving east. constant speed. would stop for about 10 seconds then continue on. would fade completely out then bBright orange light moving slowly across sky in SC.i was outside and all the sudden i saw a flash of light and 13 ufos appered just like that. then they moved very fast across the night,0,0
Elgin,TX,USA,11/3/20052/23/20239/16/19995/11/2006,0.0,0.0,LightLightDiskCircle,"Bright light in south-west sky from south Elgin. ((NUFORC Note: Possible aircraft w/ landing light, or a star? PD))Light in the sky that I thought was a star at first but knew it was out of place.A ROUND DISK TYPE OBJECT, WHITE(LIGHT) IN COLOR WITH WHITE & ORANGE LIGHTS SURRONDING PERIMETER ABOUT 100 METERS ABOVE AND HOVERING.very bright object over Elgin Texas",0,Aircraft?
Elgin. (Rural),OK,USA,6/10/2023,0.0,0.0,Other,Extra long spear shaped craft around 2000 ft traveling 4 times speed of airplanes but emitting no noise or lights.,0,0
Elgini,IL,USA,4/16/1964,0.0,0.0,Formation,Red flying objects.,0,0
Eliasville,TX,USA,12/30/2021,0.0,0.0,Orb,"Round, glowing, key lime green orb flew from southern sky to northern sky.",0,0
Elida,OH,USA,6/25/2023,0.0,0.0,Oval,"From the naked eye, object 1 and 2 appeared like a tic tac round shape.",Y,0
Eliot,ME,USA,4/23/19744/30/20154/12/1930,0.0,0.0,CircleLightOrb,"Red light dropped straight in from sky to near horizon, and rapidly changed direction to south east - viewed from central Eliot.Bright yellow and red flashing light anomaly just above tree level. Steady movements at times, speeds up. ((anonymous report))Tannish orb in orange sky turned black then disappeared.",0,0
Elisabeth,CO,USA,12/28/1999,0.0,0.0,Light,White light moves and disapers,0,0
Elizabeth,CO,USA,5/1/20014/23/194210/4/200212/7/2019,0.0,0.0,SphereLightFlashDisk,"I was driving home from work at approx. 11:00 pm, I saw a round ball of bright light in the sky. At first I thought that it may haveI sent my nephew to get my laptop from my car and when he came back in he said, ""Oh, by the way, what are those lights out there?""3 extremely bright metallic strobe- like flashing objects with a spot light effect on the ground and objects below and a ""grounded"" soEnormous disc moving westward near Elizabeth, CO",0,0
Elizabeth,IN,USA,4/17/20003/22/2019,0.0,0.0,TriangleOval,"5 aircraft flying low at slow speed appear to be flying in line, white and red lights, witnessed by two peoplewhile taking pics of strange color in clouds captured what looks to be a ufo",0,0
Elizabeth,KY,USA,4/26/1978,0.0,0.0,Circle,"Around 5:00 est, My mother and sister were outside of kfc/taco bell in etown,ky when they decided to take pictures of the sky. In one p",0,0
Elizabeth,NJ,USA,10/19/20058/9/20089/17/19942/24/200811/25/20002/1/19974/11/20291/3/20244/23/19604/2/20069/5/20204/10/19999/19/200811/9/19953/16/196612/12/19968/19/2019,0.0,0.0,LightDiskDiskOrbSphereSphereDiskOrbDiamondOrbDiskOtherDiskOvalChevronChangingLight,"light in the sky of elizabethI saw a huge disk w/ 2 big lights and several smaller lights around it.i could not identify this object with any known craft although i has study janes and nasa craft for years!3 white orbs moving together against clear blue skyWish to see more of those things!!! (UFO's)...Spheres in New JerseyIt was a sauser shape object which was flying over Elizabeth very slowly and made no noise whatsoever it was very low and it had many mWitnessed when looking outside from roomShot photo of 4 diamond shape objects in hte sky.orange spheroid seen flying over elizabeth NJ floating north to south & vanishing after approx 12 minutesObserved a black disc shaped object moving slowly and occasionally emitting a sparkling light.Hovering air craft not making a noise over jersey tpkU.F.O Spotted by teen, At night (21:03) Giving out 5 colors or more of lightWhile driving on Route 1&9 in Elizabeth Near Newark Airport I was looking at an airplane that was taking off on an upward incline. At tSilvery chevron moves across the sky and fades out of sightThere are many sighting i have seen in my lifetime, there are even some that i have heard from my neibors out of the united states.My husband and I when out to the parking lot and we saw a steady red bright light at the sky over the Elizabeth river parkway for about",Y,Planet/Star
Elizabeth,PA,USA,10/15/20036/23/20194/23/19307/25/20084/7/1933,0.0,0.0,DiskSphereOtherOtherCircle,"saucer shape seen from bottom with triangular lights with point in center, grey in shape.300' up.5 amber circular shapes going in all directions then formed a arrowhead shape then broke up and left.Bright green star, falling fast from the sky to earthDark shiny disk that appeared to be on fireRound black object on fire at first - traveling across sky . NO lights!",0,0
Elizabeth,WV,USA,1/20/20074/29/19784/18/2029,0.0,0.0,CircleLightLight,My friend and i where in a car at 1:30 and a bright white flashing light.((HOAX??)) Looked like a star that moved across the sky and flashed a white light and was gone.Bright light shooting across the sky.,0,0
Elizabeth City,NC,USA,4/10/19944/14/19544/23/19574/11/19631/15/200512/20/20001/24/20234/9/20114/25/1995,0.0,0.0,DiskOtherFireballLightOtherChevronFormationTriangleDisk,"Light-colored disc-shaped object enveleloped by reddish glow hovers slowly over houses then disappearsRed glow observed during storm, Locating of glow lines up to Harvey Point.Multiple flying objects sighted on the horizon.Saw a cluster of red lights moving at a high rate of speed with no sound over my neighborhood. Followed the lights for several minutesExplosive corona.....Shooting Star becomes disk that hoversChevron shaped object, alternating dark/white pattern, 10 sec duration, moderate speed, disappeared.My family and I were outside playing when my wife noticed the objects flying in formation she tried to record but couldn't so I didOut for a smoke, noticed the triangluar shaped craft about a mile up in sky that made sudden turns and reversed unlike any aircraft .Saucer-shaped chrome vessel, hovering near wind turbines in Elizabeth City, NC.",Y,0
Elizabeth Township,PA,USA,3/5/19904/9/1949,0.0,0.0,OvalTriangle,My friend and I saw eight oval crafts with lights performing very unusal manuversSmall battleship gray triangle in residential area,0,0
Elizabethton,TN,USA,11/9/20044/21/20164/25/199811/3/20047/9/20044/7/20184/30/20054/21/20163/5/20044/26/19914/30/20049/26/200710/14/2020,0.0,0.0,DiskCylinderCircleLightCircleLightLightCylinderLightCircleLightTriangleFireball,"Several craft at one timeBlack cylinder craft slowly passes over head. At least the size of football field.I seen a round ball of orange light that shot up from the mountains up into the dark clouds then disappear. ((anonymous report))large bright white lightshinny circle that disapeared12- 15 orange colored lights moving across the sky,in elizabethton, tn, numerous unrelated witnessessSeen multiple lights, most to the north/northeast above the tree/mountain lines. I saw one split and multiple moving around. I'm orderiBlack cylinder craft slowly passes over head/at least the size of football fieldMy daughter and granddaughter were were letting me out of the car in my driveway. As I got out I glanced at the mountain about 3/4 milCluster of lights probably thousands it started very low directly above street lights and floated up up into the sky until we couldn'tVery bright and large orange star-like object moving at a steady pace NE bound.9-26-07 @ 06:00am a triangle shape object with lite orange lights all around it . stay about 50 seconds,and left. Silent.Appeared to be fireballs with a dissipating trail falling toward earth at dusk. Two in number. October 14, 2020, 6:47 PM, Elizabethton",0,0
Elizabethtown,IL,USA,1/1/1998,0.0,0.0,Triangle,Triangular object traveling south crossed the highway in front of us hovered then turned east and left with no sound.,0,0
Elizabethtown,KY,USA,4/18/19869/3/20064/15/20054/1/20005/22/20187/11/200811/22/200611/1/20234/18/195812/20/20038/21/200512/16/20063/14/200111/20/19954/7/20287/4/20188/29/19954/13/1965,0.0,0.0,CircleDiskCircleDiskFlashTriangleDiskOrbDiamondLightTriangleLightTriangleOtherCircleTriangleTriangleLight,"Flickering objects in stationary formation.Several lights appear over Elizabethtown, KY.4-15-05 small star-like object (not jet/plane/satellite) seen Elizabethtown, Ky. in daylight around 3:15pm which made a 45 degree turnSilver disk shaped objectWhile traveling northbound on I65 today heading toward Louisville, I saw a bright light flashes. The light resembled a star.Large Triangle craft, white lights on all 3 corners, 1 red light and 1 white light on each side if the craft. No Noise. All 4 witnesseUFO's over Kentucky Seen EVERY clear night, all night between 1 and 7 at a time.Late at night, was flashed through windowZig-zagging set of four lights, one red and two white, that repeatedly conformed into one bright red object above the interstate.Unexplained Light over Hardin County.Took the dog to the bathroom around 3am. Was standing on the deck while the dog did its business. She started barking and looking behinBright blue almost LED type light transversing the entire distance of the distant sky in 2-3 seconds. ((Missile launch.))Woman witnesses triangular, arrowhead-shaped object over home.The craft was about 200 feet in the air above the field and an adjacent house.((HOAX??)) Orange circle moving slow across sky Elizabethtown, KY.I am a retired member of the U.S. military. I am very familiar with rotary and fixed wing aircraft, what we observed was neither. I wasBlack Triangular shaped craft with 3 pulsating red lights.Red Ball UFO in Elizabethtown, KY in 2013",0,0
Elizabethtown,NC,USA,1/1/1996,0.0,0.0,Triangle,TRIANGLE SHAPED SHADOW BLOCKS OUT STARS,0,0
Elizabethtown,NY,USA,4/29/1974,0.0,0.0,Flash,About the size of a satellite traveling unfixed L-shape path w/inconsistent flashing appearing/disappearing inconsistently,0,0
Elizabethtown,PA,USA,4/6/19824/20/20194/19/20016/22/202212/10/20214/26/19647/2/20234/26/19534/26/19532/21/2023,0.0,0.0,OvalChangingFireballSphereSphereTriangleLightFireballFireballOther,"Bright Oval Dissolved/Flickered in night sky4 bright white lights seen in a line formation, object (lights) went from horizontal orientation to completely perpendicular formation.2 red fireball objects rose into air close to Elizabethtown college campus and hovered for approximately 20 seconds until they moved inI have images and videos of it pulsating at me and I think I got the first legit outline of the shipWe all noticed the red orb-shaped object move at about 250 mph. Speed is figured at faster than landing speed for HIA.V-shaped, fast moving set of lights above the clouds.A short creature with big black shiny eyes ran from my shed back behind my car and then green lights flashed and it was gone.I believe the sighting over Elizabethtown, PA, was a single Chinese lantern.Single slow moving fireball that changed direction.Stationary in sky",YYYY,0
Elizabethtown (2-way highway en route to),KY,USA,3/7/1987,0.0,0.0,Disk,"While waiting for grandpa to return from gas station, I observed a circular craft with an elongated oval ring, emmitting small lights t",0,0
Elizabethtown (near),PA,USA,4/27/2009,0.0,0.0,Changing,Light seen changing shape and color moving rapidly over PA.,0,0
Elizabethtown/Louisville (travelling between),KY,USA,4/18/1988,0.0,0.0,Triangle,Two 3-legged/pronged shaped UFO seen flying along interstate between Elizabethtown and Louisville,0,0
Elizaville,KY,USA,6/15/1981,0.0,0.0,Other,"I was speeding through the town at about 70 MPH, the speed zone was 35 MPH. I looked in the rear view and saw a police car behind my c",0,0
Elizibethtown,IL,USA,8/12/1999,0.0,0.0,Circle,I was looking at the eastern part of the sky and a bright light brighter than the north star just appeared out of no were. It lasted fo,0,0
Elk,CA,USA,12/30/2021,0.0,0.0,Cigar,"I was shooting multiple shots of the sunset, last night I was scanning through them and saw an anomaly go up,down, and up again.",Y,0
Elk,WA,USA,4/22/19745/1/20044/11/19394/20/1958,0.0,0.0,ChangingTriangleFormationFireball,"Me and a few buddies stepped out on our porch at about 3 am. for a cigarette on September 27, 2015. Right away not too far in the distTriangles and helicopters give chaseEight very bright red orbs in Northeastern sky in verticle formation.Fireball heading north in Elk, Washington. ((NUFORC Note: Re-entering Chinese 3rd-stage rocket casing. PD))",0,0
Elk (approximately 15 miles south of Mendocino),CA,USA,3/27/2000,0.0,0.0,Light,Sighting of a pattern of lights which changed from greenish blue to red over the Coast of Mendocino.,0,0
Elk City,OK,USA,4/23/19524/27/196210/13/20009/20/20027/18/20003/6/20017/18/20004/23/19521/25/2002,0.0,0.0,SphereLightFireballOvalCigarFireballDiskFireballCigar,"Blue light with trail appeared, moved, the disappeared. ((NUFORC Note: Possible meteor?? PD))Singular white light in western sky . West of Elk City. ((NUFORC Note: Venus. PD)) ((anonymous report))Fireball's over Elk CityUFO Orb ReportSimply amazing view of a ufo caught on tapeOklahoma fireballFlying disk that looks silver in color and is moving extremely fastFireball breaking up.Another sighting in Western Oklahoma",0,0
Elk City Lake,KS,USA,4/22/1962,0.0,0.0,Circle,There was 3 orange lights and it looked like it was spinning. The way I could tell it was spinning was by seeing 2 lights appear then 3,0,0
Elk County,KS,USA,4/13/1988,0.0,0.0,Fireball,Ball of very bright light hovering.,0,0
